,DenID,BankID,QuollCode,Sex,Morph,Origin,Year,DateOfAcquisition,ReleaseType,TrackedDenDate,POSIXdate,DaysPostRelease,DaysBetween,X,Y,History,Fate,Coden,CodenPrev,PouchYoung,PouchBorn,PouchAge,ReleaseX,ReleaseY,cluster,meanX,meanY,x,y,date,dx,dy,dist,dt,R2n,abs.angle,rel.angle,BankID,Trial
537,1557,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,30/07/2017,2017.07.30,34,1,697743,6106021,Alive,1,Den shared,Den shared,Present,Present,7,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,30/07/2017,0,0,0,86400,39880.04777,NA,NA,EQ21,2
547,1568,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,31/07/2017,2017.07.31,35,1,697743,6106021,Alive,1,Den shared,Den shared,Present,Present,8,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,31/07/2017,0,0,0,86400,39880.04777,NA,NA,EQ21,2
563,1585,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,1/08/2017,2017.08.01,36,1,697743,6106021,Alive,1,Den shared,Den shared,Present,Present,9,697034,6106349,44,697742.3333,6106020.667,697742.3333,6106020.667,1/08/2017,681.8666667,192.1333333,708.4189219,86400,39880.04777,0.27465438,-3.083302526,EQ21,2
573,1596,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,2/08/2017,2017.08.02,37,1,698421,6106216,Alive,1,Alone,Den shared,Present,Present,10,697034,6106349,81,698424.2,6106212.8,698424.2,6106212.8,2/08/2017,0,0,0,86400,798731.984,NA,NA,EQ21,2
583,1607,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,3/08/2017,2017.08.03,38,1,698425,6106212,Alive,1,Alone,Alone,Present,Present,11,697034,6106349,81,698424.2,6106212.8,698424.2,6106212.8,3/08/2017,0,0,0,86400,798731.984,NA,NA,EQ21,2
591,1615,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,4/08/2017,2017.08.04,39,1,698425,6106212,Alive,1,Alone,Alone,Present,Present,12,697034,6106349,81,698424.2,6106212.8,698424.2,6106212.8,4/08/2017,0,0,0,86400,798731.984,NA,NA,EQ21,2
600,1626,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,5/08/2017,2017.08.05,40,1,698425,6106212,Alive,1,Alone,Alone,Present,Present,13,697034,6106349,81,698424.2,6106212.8,698424.2,6106212.8,5/08/2017,-1046.2,-55.8,1047.687014,86400,798731.984,-3.08830726,2.920223666,EQ21,2
614,1642,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,6/08/2017,2017.08.06,41,1,697378,6106157,Alive,1,Den shared,Alone,Present,Present,14,697034,6106349,74,697378,6106157,697378,6106157,6/08/2017,0,0,0,86400,38968.1981,NA,NA,EQ21,2
620,1649,EQ21,1BEF,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,7/08/2017,2017.08.07,42,1,697378,6106157,Alive,1,Den shared,Den shared,Present,Present,15,697034,6106349,74,697378,6106157,697378,6106157,7/08/2017,NA,NA,NA,NA,38968.1981,NA,NA,EQ21,2
317,552,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,28/06/2017,2017.06.28,2,1,697378,6106157,Alive,1,Alone,Alone,Present,Absent,-19,697084,6106399,74,697378,6106157,697378,6106157,28/06/2017,0,0,0,86400,0,NA,NA,EQ22,2
321,556,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,29/06/2017,2017.06.29,3,1,697378,6106157,Alive,1,Alone,Alone,Present,Absent,-18,697084,6106399,74,697378,6106157,697378,6106157,29/06/2017,156.9669811,71.96698113,172.6785439,86400,0,0.429887476,NA,EQ22,2
326,561,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,30/06/2017,2017.06.30,4,1,697535,6106229,Alive,1,Alone,Alone,Present,Absent,-17,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,30/06/2017,-156.9669811,-71.96698113,172.6785439,86400,29817.87954,-2.711705177,3.141592654,EQ22,2
330,565,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,1/07/2017,2017.07.01,5,1,697378,6106157,Alive,1,Alone,Alone,Present,Absent,-16,697084,6106399,74,697378,6106157,697378,6106157,1/07/2017,156.9669811,71.96698113,172.6785439,86400,0,0.429887476,3.141592654,EQ22,2
334,569,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,2/07/2017,2017.07.02,6,1,697535,6106229,Alive,1,Alone,Alone,Present,Absent,-15,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,2/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
337,572,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,3/07/2017,2017.07.03,7,1,697535,6106229,Alive,1,Alone,Alone,Present,Absent,-14,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,3/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
340,575,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,4/07/2017,2017.07.04,8,1,697535,6106229,Alive,1,Alone,Alone,Present,Absent,-13,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,4/07/2017,-415.9669811,83.03301887,424.1733273,86400,29817.87954,2.944567845,2.514680369,EQ22,2
343,578,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,5/07/2017,2017.07.05,9,1,697119,6106312,Alive,1,Den shared,Alone,Present,Absent,-12,697084,6106399,75,697119,6106312,697119,6106312,5/07/2017,0,0,0,86400,91106,NA,NA,EQ22,2
347,582,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,6/07/2017,2017.07.06,10,1,697119,6106312,Alive,1,Alone,Den shared,Present,Absent,-11,697084,6106399,75,697119,6106312,697119,6106312,6/07/2017,415.9669811,-83.03301887,424.1733273,86400,91106,-0.197024808,3.141592654,EQ22,2
351,586,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,7/07/2017,2017.07.07,11,1,697535,6106229,Alive,1,Alone,Alone,Present,Absent,-10,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,7/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
353,588,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,8/07/2017,2017.07.08,12,1,697535,6106229,Alive,1,Alone,Alone,Present,Absent,-9,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,8/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
358,593,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,9/07/2017,2017.07.09,13,1,697535,6106229,Alive,1,Alone,Alone,Present,Absent,-8,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,9/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
362,597,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,10/07/2017,2017.07.10,14,1,697535,6106229,Alive,1,Alone,Alone,Present,Absent,-7,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,10/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
366,601,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,11/07/2017,2017.07.11,15,1,697535,6106229,Alive,1,Alone,Alone,Present,Absent,-6,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,11/07/2017,10.12125416,-177.0846282,177.373632,86400,29817.87954,-1.513703541,-1.316678733,EQ22,2
370,605,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,12/07/2017,2017.07.12,16,1,697545,6106052,Alive,1,Den shared,Alone,Present,Absent,-5,697084,6106399,14,697545.0882,6106051.882,697545.0882,6106051.882,12/07/2017,0,0,0,86400,38968.1981,NA,NA,EQ22,2
378,613,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,13/07/2017,2017.07.13,17,1,697545,6106052,Alive,1,Den shared,Den shared,Present,Absent,-4,697084,6106399,14,697545.0882,6106051.882,697545.0882,6106051.882,13/07/2017,-10.12125416,177.0846282,177.373632,86400,38968.1981,1.627889113,3.141592654,EQ22,2
386,621,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,14/07/2017,2017.07.14,18,1,697535,6106229,Alive,1,Alone,Den shared,Present,Absent,-3,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,14/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
392,627,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,15/07/2017,2017.07.15,19,1,697535,6106229,Alive,1,Alone,Alone,Present,Absent,-2,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,15/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
399,634,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,16/07/2017,2017.07.16,20,1,697535,6106229,Alive,1,Den shared,Alone,Present,Absent,-1,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,16/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
407,642,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,17/07/2017,2017.07.17,21,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,0,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,17/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
416,651,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,18/07/2017,2017.07.18,22,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,1,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,18/07/2017,10.12125416,-177.0846282,177.373632,86400,29817.87954,-1.513703541,3.141592654,EQ22,2
425,660,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,19/07/2017,2017.07.19,23,1,697545,6106052,Alive,1,Den shared,Den shared,Present,Present,2,697084,6106399,14,697545.0882,6106051.882,697545.0882,6106051.882,19/07/2017,-10.12125416,177.0846282,177.373632,86400,38968.1981,1.627889113,3.141592654,EQ22,2
436,673,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,20/07/2017,2017.07.20,24,1,697535,6106229,Alive,1,Alone,Den shared,Present,Present,3,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,20/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
443,681,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,21/07/2017,2017.07.21,25,1,697535,6106229,Alive,1,Den shared,Alone,Present,Present,4,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,21/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
461,732,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,22/07/2017,2017.07.22,26,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,5,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,22/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
466,737,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,23/07/2017,2017.07.23,27,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,6,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,23/07/2017,0,0,0,86400,29817.87954,NA,NA,EQ22,2
476,751,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,24/07/2017,2017.07.24,28,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,7,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,24/07/2017,-156.9669811,-71.96698113,172.6785439,86400,29817.87954,-2.711705177,1.943591017,EQ22,2
493,769,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,25/07/2017,2017.07.25,29,1,697378,6106157,Alive,1,Alone,Den shared,Present,Present,8,697084,6106399,74,697378,6106157,697378,6106157,25/07/2017,0,0,0,86400,0,NA,NA,EQ22,2
498,1513,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,26/07/2017,2017.07.26,30,1,697378,6106157,Alive,1,Alone,Alone,Present,Present,9,697084,6106399,74,697378,6106157,697378,6106157,26/07/2017,0,0,0,86400,0,NA,NA,EQ22,2
509,1525,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,27/07/2017,2017.07.27,31,1,697378,6106157,Alive,1,Alone,Alone,Present,Present,10,697084,6106399,74,697378,6106157,697378,6106157,27/07/2017,156.9669811,71.96698113,172.6785439,86400,0,0.429887476,3.141592654,EQ22,2
520,1538,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,28/07/2017,2017.07.28,32,1,697535,6106229,Alive,1,Alone,Alone,Present,Present,11,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,28/07/2017,-156.9669811,-71.96698113,172.6785439,86400,29817.87954,-2.711705177,3.141592654,EQ22,2
534,1553,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,29/07/2017,2017.07.29,33,1,697378,6106157,Alive,1,Alone,Alone,Present,Present,12,697084,6106399,74,697378,6106157,697378,6106157,29/07/2017,0,0,0,86400,0,NA,NA,EQ22,2
541,1561,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,30/07/2017,2017.07.30,34,1,697378,6106157,Alive,1,Alone,Alone,Present,Present,13,697084,6106399,74,697378,6106157,697378,6106157,30/07/2017,0,0,0,86400,0,NA,NA,EQ22,2
551,1572,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,31/07/2017,2017.07.31,35,1,697378,6106157,Alive,1,Alone,Alone,Present,Present,14,697084,6106399,74,697378,6106157,697378,6106157,31/07/2017,0,0,0,86400,0,NA,NA,EQ22,2
560,1582,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,1/08/2017,2017.08.01,36,1,697378,6106157,Alive,1,Den shared,Alone,Present,Present,15,697084,6106399,74,697378,6106157,697378,6106157,1/08/2017,0,0,0,86400,0,NA,NA,EQ22,2
567,1590,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,2/08/2017,2017.08.02,37,1,697378,6106157,Alive,1,Den shared,Den shared,Present,Present,16,697084,6106399,74,697378,6106157,697378,6106157,2/08/2017,0,0,0,86400,0,NA,NA,EQ22,2
580,1604,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,3/08/2017,2017.08.03,38,1,697378,6106157,Alive,1,Den shared,Den shared,Present,Present,17,697084,6106399,74,697378,6106157,697378,6106157,3/08/2017,0,0,0,86400,0,NA,NA,EQ22,2
587,1611,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,4/08/2017,2017.08.04,39,1,697378,6106157,Alive,1,Den shared,Den shared,Present,Present,18,697084,6106399,74,697378,6106157,697378,6106157,4/08/2017,0,0,0,86400,0,NA,NA,EQ22,2
597,1622,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,5/08/2017,2017.08.05,40,1,697378,6106157,Alive,1,Den shared,Den shared,Present,Present,19,697084,6106399,74,697378,6106157,697378,6106157,5/08/2017,156.9669811,71.96698113,172.6785439,86400,0,0.429887476,3.141592654,EQ22,2
611,1638,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,6/08/2017,2017.08.06,41,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,20,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,6/08/2017,-156.9669811,-71.96698113,172.6785439,86400,29817.87954,-2.711705177,3.141592654,EQ22,2
621,1650,EQ22,8849,Female,Black,Captive,2017,13/06/2017,Captive-Wild,7/08/2017,2017.08.07,42,1,697378,6106157,Alive,1,Den shared,Den shared,Present,Present,21,697084,6106399,74,697378,6106157,697378,6106157,7/08/2017,NA,NA,NA,NA,0,NA,NA,EQ22,2
350,585,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,7/07/2017,2017.07.07,2,1,697093,6105668,Alive,1,Alone,Alone,Absent,Absent,NA,697084,6106299,105,697093,6105668,697093,6105668,7/07/2017,-400,-316.2666667,509.9260774,86400,0,-2.472568735,NA,EQ23,2
355,590,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,8/07/2017,2017.07.08,3,1,696693,6105348,Alive,1,Alone,Alone,Absent,Absent,NA,697084,6106299,106,696693,6105351.733,696693,6105351.733,8/07/2017,0,0,0,86400,260024.6044,NA,NA,EQ23,2
359,594,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,9/07/2017,2017.07.09,4,1,696693,6105352,Alive,1,Alone,Alone,Absent,Absent,NA,697084,6106299,106,696693,6105351.733,696693,6105351.733,9/07/2017,0,0,0,86400,260024.6044,NA,NA,EQ23,2
363,598,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,10/07/2017,2017.07.10,5,1,696693,6105352,Alive,1,Alone,Alone,Absent,Absent,NA,697084,6106299,106,696693,6105351.733,696693,6105351.733,10/07/2017,0,0,0,86400,260024.6044,NA,NA,EQ23,2
367,602,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,11/07/2017,2017.07.11,6,1,696693,6105352,Alive,1,Alone,Alone,Absent,Absent,NA,697084,6106299,106,696693,6105351.733,696693,6105351.733,11/07/2017,0,0,0,86400,260024.6044,NA,NA,EQ23,2
373,608,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,12/07/2017,2017.07.12,7,1,696693,6105352,Alive,1,Alone,Alone,Absent,Absent,NA,697084,6106299,106,696693,6105351.733,696693,6105351.733,12/07/2017,852.0882353,700.1490196,1102.843149,259200,260024.6044,0.687824981,-3.122791591,EQ23,2
391,626,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,15/07/2017,2017.07.15,10,1,697545,6106052,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,15/07/2017,0,0,0,86400,351749.4334,NA,NA,EQ23,2
397,632,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,16/07/2017,2017.07.16,11,1,697545,6106052,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,16/07/2017,0,0,0,86400,351749.4334,NA,NA,EQ23,2
406,641,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,17/07/2017,2017.07.17,12,1,697545,6106052,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,17/07/2017,-10.12125416,177.0846282,177.373632,86400,351749.4334,1.627889113,0.940064132,EQ23,2
414,649,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,18/07/2017,2017.07.18,13,1,697535,6106229,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,73,697534.967,6106228.967,697534.967,6106228.967,18/07/2017,10.12125416,-177.0846282,177.373632,86400,510018.7663,-1.513703541,3.141592654,EQ23,2
424,659,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,19/07/2017,2017.07.19,14,1,697545,6106052,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,19/07/2017,0,0,0,86400,351749.4334,NA,NA,EQ23,2
432,669,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,20/07/2017,2017.07.20,15,1,697545,6106052,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,20/07/2017,0,0,0,86400,351749.4334,NA,NA,EQ23,2
444,682,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,21/07/2017,2017.07.21,16,1,697545,6106052,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,21/07/2017,0,0,0,86400,351749.4334,NA,NA,EQ23,2
455,726,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,22/07/2017,2017.07.22,17,1,697545,6106052,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,22/07/2017,-10.12125416,177.0846282,177.373632,86400,351749.4334,1.627889113,3.141592654,EQ23,2
467,738,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,23/07/2017,2017.07.23,18,1,697535,6106229,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,73,697534.967,6106228.967,697534.967,6106228.967,23/07/2017,0,0,0,86400,510018.7663,NA,NA,EQ23,2
477,752,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,24/07/2017,2017.07.24,19,1,697535,6106229,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,73,697534.967,6106228.967,697534.967,6106228.967,24/07/2017,10.12125416,-177.0846282,177.373632,86400,510018.7663,-1.513703541,3.141592654,EQ23,2
490,765,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,25/07/2017,2017.07.25,20,1,697545,6106052,Alive,1,Alone,Den shared,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,25/07/2017,0,0,0,86400,351749.4334,NA,NA,EQ23,2
499,1514,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,26/07/2017,2017.07.26,21,1,697545,6106052,Alive,1,Den shared,Alone,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,26/07/2017,0,0,0,86400,351749.4334,NA,NA,EQ23,2
512,1529,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,27/07/2017,2017.07.27,22,1,697545,6106052,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,27/07/2017,0,0,0,86400,351749.4334,NA,NA,EQ23,2
518,1536,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,28/07/2017,2017.07.28,23,1,697545,6106052,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,28/07/2017,0,0,0,86400,351749.4334,NA,NA,EQ23,2
527,1545,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,29/07/2017,2017.07.29,24,1,697545,6106052,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,29/07/2017,0,0,0,86400,351749.4334,NA,NA,EQ23,2
539,1559,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,30/07/2017,2017.07.30,25,1,697545,6106052,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,30/07/2017,0,0,0,86400,351749.4334,NA,NA,EQ23,2
549,1570,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,31/07/2017,2017.07.31,26,1,697545,6106052,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,14,697545.0882,6106051.882,697545.0882,6106051.882,31/07/2017,-167.0882353,105.1176471,197.4036426,86400,351749.4334,2.58004,-2.189441766,EQ23,2
561,1583,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,1/08/2017,2017.08.01,27,1,697378,6106157,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,74,697378,6106157,697378,6106157,1/08/2017,0,0,0,86400,320346,NA,NA,EQ23,2
568,1591,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,2/08/2017,2017.08.02,28,1,697378,6106157,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,74,697378,6106157,697378,6106157,2/08/2017,0,0,0,86400,320346,NA,NA,EQ23,2
581,1605,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,3/08/2017,2017.08.03,29,1,697378,6106157,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,74,697378,6106157,697378,6106157,3/08/2017,0,0,0,86400,320346,NA,NA,EQ23,2
588,1612,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,4/08/2017,2017.08.04,30,1,697378,6106157,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,74,697378,6106157,697378,6106157,4/08/2017,0,0,0,86400,320346,NA,NA,EQ23,2
598,1623,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,5/08/2017,2017.08.05,31,1,697378,6106157,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,74,697378,6106157,697378,6106157,5/08/2017,0,0,0,86400,320346,NA,NA,EQ23,2
608,1635,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,6/08/2017,2017.08.06,32,1,697378,6106157,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,74,697378,6106157,697378,6106157,6/08/2017,0,0,0,86400,320346,NA,NA,EQ23,2
618,1647,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,7/08/2017,2017.08.07,33,1,697378,6106157,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,74,697378,6106157,697378,6106157,7/08/2017,0,0,0,86400,320346,NA,NA,EQ23,2
629,1661,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,8/08/2017,2017.08.08,34,1,697378,6106157,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,74,697378,6106157,697378,6106157,8/08/2017,0,0,0,86400,320346,NA,NA,EQ23,2
634,1668,EQ23,1801,Female,Fawn,Captive,2017,13/06/2017,Captive-Wild,9/08/2017,2017.08.09,35,1,697378,6106157,Alive,1,Den shared,Den shared,Absent,Absent,NA,697084,6106299,74,697378,6106157,697378,6106157,9/08/2017,0,0,0,86400,320346,NA,NA,EQ23,2
