DenID,BankID,QuollCode,Sex,Morph,Origin,YearOfAcquisition,DateOfAcquisition,ReleaseType,TrackedDenDate,POSIXdate,DaysPostRelease,DaysBetween,X,Y,History,Fate,Coden,CodenPrev,PouchYoung,PouchBorn,PouchAge,ReleaseX,ReleaseY
736,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,23/07/2017,2017.07.23,27,1,697743,6106021,Alive,Survived,Alone,Alone,Present,Absent,0,697034,6106349
750,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,24/07/2017,2017.07.24,28,1,697743,6106021,Alive,Survived,Alone,Alone,Present,Present,1,697034,6106349
768,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,25/07/2017,2017.07.25,29,1,698407,6106164,Alive,Survived,Alone,Alone,Present,Present,2,697034,6106349
1512,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,26/07/2017,2017.07.26,30,1,697743,6106021,Alive,Survived,Alone,Alone,Present,Present,3,697034,6106349
1526,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,27/07/2017,2017.07.27,31,1,697743,6106021,Alive,Survived,Alone,Alone,Present,Present,4,697034,6106349
1534,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,28/07/2017,2017.07.28,32,1,697743,6106021,Alive,Survived,Den shared,Alone,Present,Present,5,697034,6106349
1543,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,29/07/2017,2017.07.29,33,1,697743,6106021,Alive,Survived,Den shared,Den shared,Present,Present,6,697034,6106349
1557,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,30/07/2017,2017.07.30,34,1,697743,6106021,Alive,Survived,Den shared,Den shared,Present,Present,7,697034,6106349
1568,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,31/07/2017,2017.07.31,35,1,697743,6106021,Alive,Survived,Den shared,Den shared,Present,Present,8,697034,6106349
1585,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,1/08/2017,2017.08.01,36,1,697743,6106021,Alive,Survived,Den shared,Den shared,Present,Present,9,697034,6106349
1596,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,2/08/2017,2017.08.02,37,1,698421,6106216,Alive,Survived,Alone,Den shared,Present,Present,10,697034,6106349
1607,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,3/08/2017,2017.08.03,38,1,698425,6106212,Alive,Survived,Alone,Alone,Present,Present,11,697034,6106349
1615,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,4/08/2017,2017.08.04,39,1,698425,6106212,Alive,Survived,Alone,Alone,Present,Present,12,697034,6106349
1626,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,5/08/2017,2017.08.05,40,1,698425,6106212,Alive,Survived,Alone,Alone,Present,Present,13,697034,6106349
1642,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,6/08/2017,2017.08.06,41,1,697378,6106157,Alive,Survived,Den shared,Alone,Present,Present,14,697034,6106349
1649,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,7/08/2017,2017.08.07,42,1,697378,6106157,Alive,Survived,Den shared,Den shared,Present,Present,15,697034,6106349
1659,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,8/08/2017,2017.08.08,43,1,697378,6106157,Alive,Survived,Den shared,Den shared,Present,Present,16,697034,6106349
1672,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,9/08/2017,2017.08.09,44,1,698425,6106212,Alive,Survived,Alone,Den shared,Present,Present,17,697034,6106349
1679,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,10/08/2017,2017.08.10,45,1,698425,6106212,Alive,Survived,Alone,Alone,Present,Present,18,697034,6106349
1692,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,11/08/2017,2017.08.11,46,1,698384,6106159,Alive,Survived,Den shared,Alone,Present,Present,19,697034,6106349
1703,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,12/08/2017,2017.08.12,47,1,698384,6106159,Alive,Survived,Alone,Den shared,Present,Present,20,697034,6106349
1714,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,13/08/2017,2017.08.13,48,1,698384,6106159,Alive,Survived,Alone,Alone,Present,Present,21,697034,6106349
1724,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,14/08/2017,2017.08.14,49,1,698384,6106159,Alive,Survived,Alone,Alone,Present,Present,22,697034,6106349
1735,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,15/08/2017,2017.08.15,50,1,698354,6105970,Alive,Survived,Alone,Alone,Present,Present,23,697034,6106349
1747,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,16/08/2017,2017.08.16,51,1,698354,6105970,Alive,Survived,Alone,Alone,Present,Present,24,697034,6106349
1756,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,17/08/2017,2017.08.17,52,1,698354,6105970,Alive,Survived,Alone,Alone,Present,Present,25,697034,6106349
1768,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,18/08/2017,2017.08.18,53,1,698425,6106212,Alive,Survived,Alone,Alone,Present,Present,26,697034,6106349
1779,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,19/08/2017,2017.08.19,54,1,697743,6106021,Alive,Survived,Den shared,Alone,Present,Present,27,697034,6106349
1792,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,20/08/2017,2017.08.20,55,1,698425,6106212,Alive,Survived,Alone,Den shared,Present,Present,28,697034,6106349
1808,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,21/08/2017,2017.08.21,56,1,698425,6106212,Alive,Survived,Alone,Alone,Present,Present,29,697034,6106349
1812,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,22/08/2017,2017.08.22,57,1,698425,6106212,Alive,Survived,Alone,Alone,Present,Present,30,697034,6106349
1823,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,23/08/2017,2017.08.23,58,1,698425,6106212,Alive,Survived,Den shared,Alone,Present,Present,31,697034,6106349
1834,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,24/08/2017,2017.08.24,59,1,698425,6106212,Alive,Survived,Den shared,Den shared,Present,Present,32,697034,6106349
1845,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,25/08/2017,2017.08.25,60,1,698425,6106212,Alive,Survived,Den shared,Den shared,Present,Present,33,697034,6106349
1856,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,26/08/2017,2017.08.26,61,1,698425,6106212,Alive,Survived,Den shared,Den shared,Present,Present,34,697034,6106349
1866,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,27/08/2017,2017.08.27,62,1,697934,6105990,Alive,Survived,Alone,Den shared,Present,Present,35,697034,6106349
1885,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,28/08/2017,2017.08.28,63,1,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,36,697034,6106349
1889,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,29/08/2017,2017.08.29,64,1,698384,6106159,Alive,Survived,Alone,Alone,Present,Present,37,697034,6106349
1899,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,30/08/2017,2017.08.30,65,1,698384,6106159,Alive,Survived,Alone,Alone,Present,Present,38,697034,6106349
1919,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,31/08/2017,2017.08.31,66,1,698279,6105968,Alive,Survived,Alone,Alone,Present,Present,39,697034,6106349
1922,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,2/09/2017,2017.09.02,68,2,698275,6105962,Alive,Survived,Alone,Alone,Present,Present,41,697034,6106349
1933,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,4/09/2017,2017.09.04,70,2,698354,6105970,Alive,Survived,Alone,Alone,Present,Present,43,697034,6106349
1952,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,6/09/2017,2017.09.06,72,2,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,45,697034,6106349
1955,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,8/09/2017,2017.09.08,74,2,698275,6105962,Alive,Survived,Alone,Alone,Present,Present,47,697034,6106349
1967,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,10/09/2017,2017.09.10,76,2,698275,6105962,Alive,Survived,Alone,Alone,Present,Present,49,697034,6106349
1979,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,12/09/2017,2017.09.12,78,2,698275,6105962,Alive,Survived,Alone,Alone,Present,Present,51,697034,6106349
1990,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,14/09/2017,2017.09.14,80,2,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,53,697034,6106349
2001,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,16/09/2017,2017.09.16,82,2,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,55,697034,6106349
2016,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,18/09/2017,2017.09.18,84,2,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,57,697034,6106349
2023,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,20/09/2017,2017.09.20,86,2,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,59,697034,6106349
2034,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,22/09/2017,2017.09.22,88,2,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,61,697034,6106349
2045,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,24/09/2017,2017.09.24,90,2,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,63,697034,6106349
2059,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,26/09/2017,2017.09.26,92,2,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,65,697034,6106349
2067,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,28/09/2017,2017.09.28,94,2,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,67,697034,6106349
2080,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,30/09/2017,2017.09.30,96,2,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,69,697034,6106349
2091,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,2/10/2017,2017.10.02,98,2,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,71,697034,6106349
2102,EQ21,1BEF,F,Fawn,Captive,2017,13/06/2017,Captive-Wild,4/10/2017,2017.10.04,100,2,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,73,697034,6106349
544,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,25/06/2017,2017.06.25,1,0,697151,6106490,Alive,Deceased,Alone,Alone,Absent,Absent,,697134,6106349
546,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,26/06/2017,2017.06.26,2,1,696780,6106560,Alive,Deceased,Alone,Alone,Absent,Absent,,697134,6106349
550,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,27/06/2017,2017.06.27,3,1,696787,6106561,Alive,Deceased,Alone,Alone,Absent,Absent,,697134,6106349
553,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,28/06/2017,2017.06.28,4,1,697185,6106473,Alive,Deceased,Alone,Alone,Absent,Absent,,697134,6106349
557,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,29/06/2017,2017.06.29,5,1,697212,6106608,Alive,Deceased,Alone,Alone,Absent,Absent,,697134,6106349
560,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,30/06/2017,2017.06.30,6,1,697156,6106487,Alive,Deceased,Alone,Alone,Absent,Absent,,697134,6106349
563,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,1/07/2017,2017.07.01,7,1,697210,6106607,Alive,Deceased,Alone,Alone,Absent,Absent,,697134,6106349
567,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,2/07/2017,2017.07.02,8,1,696962,6106563,Alive,Deceased,Alone,Alone,Absent,Absent,,697134,6106349
665,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,20/07/2017,2017.07.20,26,18,696787,6106560,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Absent,Absent,,697134,6106349
679,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,21/07/2017,2017.07.21,27,1,696787,6106560,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Absent,Absent,,697134,6106349
691,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,22/07/2017,2017.07.22,28,1,696787,6106560,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Absent,Absent,,697134,6106349
741,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,23/07/2017,2017.07.23,29,1,696787,6106560,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Absent,Absent,-20,697134,6106349
748,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,24/07/2017,2017.07.24,30,1,696963,6106585,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-19,697134,6106349
767,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,25/07/2017,2017.07.25,31,1,697287,6106724,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-18,697134,6106349
1511,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,26/07/2017,2017.07.26,32,1,696732,6107116,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-17,697134,6106349
1522,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,27/07/2017,2017.07.27,33,1,697102,6107090,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-16,697134,6106349
1532,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,28/07/2017,2017.07.28,34,1,697114,6106902,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-15,697134,6106349
1552,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,29/07/2017,2017.07.29,35,1,696743,6106948,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-14,697134,6106349
1555,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,30/07/2017,2017.07.30,36,1,696719,6106954,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-13,697134,6106349
1567,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,31/07/2017,2017.07.31,37,1,696716,6106956,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-12,697134,6106349
1579,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,1/08/2017,2017.08.01,38,1,697233,6107045,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-11,697134,6106349
1589,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,2/08/2017,2017.08.02,39,1,696542,6106403,"Escape, Transfer to ANU, Rerelease",Deceased,Den shared,Alone,Present,Absent,-10,697134,6106349
1600,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,3/08/2017,2017.08.03,40,1,696388,6106863,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Den shared,Present,Absent,-9,697134,6106349
1619,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,4/08/2017,2017.08.04,41,1,696778,6106830,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-8,697134,6106349
1629,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,5/08/2017,2017.08.05,42,1,696865,6107287,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-7,697134,6106349
1641,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,6/08/2017,2017.08.06,43,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-6,697134,6106349
1643,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,7/08/2017,2017.08.07,44,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-5,697134,6106349
1655,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,8/08/2017,2017.08.08,45,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-4,697134,6106349
1666,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,9/08/2017,2017.08.09,46,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-3,697134,6106349
1677,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,10/08/2017,2017.08.10,47,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-2,697134,6106349
1690,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,11/08/2017,2017.08.11,48,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,-1,697134,6106349
1701,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,12/08/2017,2017.08.12,49,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Absent,0,697134,6106349
1712,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,13/08/2017,2017.08.13,50,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,1,697134,6106349
1722,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,14/08/2017,2017.08.14,51,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,2,697134,6106349
1733,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,15/08/2017,2017.08.15,52,1,696716,6106956,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,3,697134,6106349
1745,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,16/08/2017,2017.08.16,53,1,696868,6107150,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,4,697134,6106349
1765,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,17/08/2017,2017.08.17,54,1,697231,6107044,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,5,697134,6106349
1767,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,18/08/2017,2017.08.18,55,1,697231,6107044,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,6,697134,6106349
1778,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,19/08/2017,2017.08.19,56,1,697231,6107044,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,7,697134,6106349
1788,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,20/08/2017,2017.08.20,57,1,697231,6107044,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,8,697134,6106349
1809,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,21/08/2017,2017.08.21,58,1,697231,6107044,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,9,697134,6106349
1811,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,22/08/2017,2017.08.22,59,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,10,697134,6106349
1822,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,23/08/2017,2017.08.23,60,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,11,697134,6106349
1833,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,24/08/2017,2017.08.24,61,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,12,697134,6106349
1844,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,25/08/2017,2017.08.25,62,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,13,697134,6106349
1855,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,26/08/2017,2017.08.26,63,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,14,697134,6106349
1875,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,27/08/2017,2017.08.27,64,1,696862,6107281,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,15,697134,6106349
1877,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,28/08/2017,2017.08.28,65,1,697231,6107044,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,16,697134,6106349
1888,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,29/08/2017,2017.08.29,66,1,696873,6107152,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,17,697134,6106349
1898,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,30/08/2017,2017.08.30,67,1,697083,6107247,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,18,697134,6106349
1909,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,31/08/2017,2017.08.31,68,1,697082,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,19,697134,6106349
1921,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,2/09/2017,2017.09.02,70,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,21,697134,6106349
1932,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,4/09/2017,2017.09.04,72,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,23,697134,6106349
1943,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,6/09/2017,2017.09.06,74,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,25,697134,6106349
1954,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,8/09/2017,2017.09.08,76,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,27,697134,6106349
1966,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,10/09/2017,2017.09.10,78,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,29,697134,6106349
1978,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,12/09/2017,2017.09.12,80,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,31,697134,6106349
1989,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,14/09/2017,2017.09.14,82,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,33,697134,6106349
2000,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,16/09/2017,2017.09.16,84,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,35,697134,6106349
2011,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,18/09/2017,2017.09.18,86,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,37,697134,6106349
2022,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,20/09/2017,2017.09.20,88,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,39,697134,6106349
2033,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,22/09/2017,2017.09.22,90,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,41,697134,6106349
2044,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,24/09/2017,2017.09.24,92,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,43,697134,6106349
2055,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,26/09/2017,2017.09.26,94,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,45,697134,6106349
2066,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,28/09/2017,2017.09.28,96,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,47,697134,6106349
2085,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,30/09/2017,2017.09.30,98,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,49,697134,6106349
2089,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,2/10/2017,2017.10.02,100,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,51,697134,6106349
2100,EQ20,5340,F,Black,Captive,2017,13/06/2017,Captive-Wild,4/10/2017,2017.10.04,102,2,697083,6107253,"Escape, Transfer to ANU, Rerelease",Deceased,Alone,Alone,Present,Present,53,697134,6106349
555,EQ19,3051,F,Black,Captive,2017,13/06/2017,Captive-Wild,29/06/2017,2017.06.29,1,0,697233,6105847,Alive,Survived,Alone,Alone,Present,Absent,-16,697084,6106299
559,EQ19,3051,F,Black,Captive,2017,13/06/2017,Captive-Wild,30/06/2017,2017.06.30,2,1,697233,6105847,Alive,Survived,Alone,Alone,Present,Absent,-15,697084,6106299
562,EQ19,3051,F,Black,Captive,2017,13/06/2017,Captive-Wild,1/07/2017,2017.07.01,3,1,697023,6106099,Alive,Survived,Alone,Alone,Present,Absent,-14,697084,6106299
566,EQ19,3051,F,Black,Captive,2017,13/06/2017,Captive-Wild,2/07/2017,2017.07.02,4,1,696994,6106123,Alive,Survived,Alone,Alone,Present,Absent,-13,697084,6106299
571,EQ19,3051,F,Black,Captive,2017,13/06/2017,Captive-Wild,3/07/2017,2017.07.03,5,1,697160,6106119,Alive,Survived,Alone,Alone,Present,Absent,-12,697084,6106299
573,EQ19,3051,F,Black,Captive,2017,13/06/2017,Captive-Wild,4/07/2017,2017.07.04,6,1,696954,6105848,Alive,Survived,Alone,Alone,Present,Absent,-11,697084,6106299
577,EQ19,3051,F,Black,Captive,2017,13/06/2017,Captive-Wild,5/07/2017,2017.07.05,7,1,697119,6106312,Alive,Survived,Den shared,Alone,Present,Absent,-10,697084,6106299
579,EQ19,3051,F,Black,Captive,2017,13/06/2017,Captive-Wild,6/07/2017,2017.07.06,8,1,697051,6106118,Alive,Survived,Alone,Den shared,Present,Absent,-9,697084,6106299
