DenID,BankID,QuollCode,Sex,Morph,Origin,YearOfAcquisition,DateOfAcquisition,ReleaseType,TrackedDenDate,POSIXdate,DaysPostRelease,DaysBetween,X,Y,History,Fate,Coden,CodenPrev,PouchYoung,PouchBorn,PouchAge,ReleaseX,ReleaseY
2072,EQ27,D6C1,F,Black,Wild,2017,26/06/2017,Wild-Wild,28/09/2017,2017.09.28,77,2,696579,6105097,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106399
2077,EQ27,D6C1,F,Black,Wild,2017,26/06/2017,Wild-Wild,30/09/2017,2017.09.30,79,2,696579,6105097,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106399
2095,EQ27,D6C1,F,Black,Wild,2017,26/06/2017,Wild-Wild,2/10/2017,2017.10.02,81,2,696579,6105097,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106399
2106,EQ27,D6C1,F,Black,Wild,2017,26/06/2017,Wild-Wild,4/10/2017,2017.10.04,83,2,696579,6105097,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106399
646,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,18/07/2017,2017.07.18,1,0,697119,6106312,Alive,Survived,Den shared,Alone,Absent,Absent,,697084,6106299
663,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,19/07/2017,2017.07.19,2,1,697034,6106137,Alive,Survived,Alone,Den shared,Absent,Absent,,697084,6106299
676,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,20/07/2017,2017.07.20,3,1,696546,6106346,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
677,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,21/07/2017,2017.07.21,4,1,696546,6106352,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
689,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,22/07/2017,2017.07.22,5,1,696422,6106415,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
744,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,23/07/2017,2017.07.23,6,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
746,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,24/07/2017,2017.07.24,7,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
766,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,25/07/2017,2017.07.25,8,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1518,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,26/07/2017,2017.07.26,9,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1521,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,27/07/2017,2017.07.27,10,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1533,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,28/07/2017,2017.07.28,11,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1551,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,29/07/2017,2017.07.29,12,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1554,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,30/07/2017,2017.07.30,13,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1566,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,31/07/2017,2017.07.31,14,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1578,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,1/08/2017,2017.08.01,15,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1588,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,2/08/2017,2017.08.02,16,1,696167,6106170,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1599,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,3/08/2017,2017.08.03,17,1,696546,6106352,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1617,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,4/08/2017,2017.08.04,18,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1628,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,5/08/2017,2017.08.05,19,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1640,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,6/08/2017,2017.08.06,20,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1644,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,7/08/2017,2017.08.07,21,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1654,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,8/08/2017,2017.08.08,22,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1665,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,9/08/2017,2017.08.09,23,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1685,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,10/08/2017,2017.08.10,24,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1689,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,11/08/2017,2017.08.11,25,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1700,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,12/08/2017,2017.08.12,26,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1711,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,13/08/2017,2017.08.13,27,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1732,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,14/08/2017,2017.08.14,28,1,696278,6106131,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1742,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,15/08/2017,2017.08.15,29,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1744,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,16/08/2017,2017.08.16,30,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1764,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,17/08/2017,2017.08.17,31,1,696278,6106131,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1773,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,18/08/2017,2017.08.18,32,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1777,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,19/08/2017,2017.08.19,33,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1795,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,20/08/2017,2017.08.20,34,1,696278,6106131,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1799,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,21/08/2017,2017.08.21,35,1,695798,6106498,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1810,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,22/08/2017,2017.08.22,36,1,695798,6106498,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1821,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,23/08/2017,2017.08.23,37,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1832,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,24/08/2017,2017.08.24,38,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1843,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,25/08/2017,2017.08.25,39,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1854,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,26/08/2017,2017.08.26,40,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1874,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,27/08/2017,2017.08.27,41,1,695798,6106498,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1876,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,28/08/2017,2017.08.28,42,1,695798,6106498,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1887,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,29/08/2017,2017.08.29,43,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1908,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,30/08/2017,2017.08.30,44,1,695798,6106498,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1910,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,31/08/2017,2017.08.31,45,1,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1920,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,2/09/2017,2017.09.02,47,2,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1931,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,4/09/2017,2017.09.04,49,2,696421,6106417,Alive,Survived,Den shared,Alone,Absent,Absent,,697084,6106299
1942,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,6/09/2017,2017.09.06,51,2,696421,6106417,Alive,Survived,Alone,Den shared,Absent,Absent,,697084,6106299
1953,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,8/09/2017,2017.09.08,53,2,696421,6106417,Alive,Survived,Alone,Alone,Absent,Absent,,697084,6106299
1964,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,10/09/2017,2017.09.10,55,2,696421,6106417,Alive,Survived,Den shared,Alone,Absent,Absent,,697084,6106299
1976,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,12/09/2017,2017.09.12,57,2,696421,6106417,Alive,Survived,Den shared,Den shared,Absent,Absent,,697084,6106299
1987,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,14/09/2017,2017.09.14,59,2,696421,6106417,Alive,Survived,Den shared,Den shared,Absent,Absent,,697084,6106299
1998,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,16/09/2017,2017.09.16,61,2,696421,6106417,Alive,Survived,Den shared,Den shared,Absent,Absent,,697084,6106299
2009,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,18/09/2017,2017.09.18,63,2,696421,6106417,Alive,Survived,Den shared,Den shared,Absent,Absent,,697084,6106299
2020,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,20/09/2017,2017.09.20,65,2,696421,6106417,Alive,Survived,Den shared,Den shared,Absent,Absent,,697084,6106299
2031,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,22/09/2017,2017.09.22,67,2,696421,6106417,Alive,Survived,Den shared,Den shared,Absent,Absent,,697084,6106299
2042,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,24/09/2017,2017.09.24,69,2,696421,6106417,Alive,Survived,Den shared,Den shared,Absent,Absent,,697084,6106299
2053,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,26/09/2017,2017.09.26,71,2,696421,6106417,Alive,Survived,Den shared,Den shared,Absent,Absent,,697084,6106299
2064,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,28/09/2017,2017.09.28,73,2,696421,6106417,Alive,Survived,Den shared,Den shared,Absent,Absent,,697084,6106299
2083,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,30/09/2017,2017.09.30,75,2,696421,6106417,Alive,Survived,Den shared,Den shared,Absent,Absent,,697084,6106299
2087,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,2/10/2017,2017.10.02,77,2,696421,6106417,Alive,Survived,Den shared,Den shared,Absent,Absent,,697084,6106299
2098,EQ28,F9FC,F,Fawn,Wild,2017,29/06/2017,Wild-Wild,4/10/2017,2017.10.04,79,2,696421,6106417,Alive,Survived,Den shared,Den shared,Absent,Absent,,697084,6106299
647,EQ29,E09E,F,Fawn,Wild,2017,30/06/2017,Wild-Wild,18/07/2017,2017.07.18,1,0,697119,6106312,Alive,Deceased,Den shared,Alone,Present,Present,2,697134,6106349
664,EQ29,E09E,F,Fawn,Wild,2017,30/06/2017,Wild-Wild,19/07/2017,2017.07.19,2,1,,,Escape,Deceased,Alone,Den shared,Present,Present,3,697134,6106349
690,EQ29,E09E,F,Fawn,Wild,2017,30/06/2017,Wild-Wild,22/07/2017,2017.07.22,5,3,696546,6106352,"Escape, Rerelease",Deceased,Alone,Alone,Present,Present,6,697134,6106349
743,EQ29,E09E,F,Fawn,Wild,2017,30/06/2017,Wild-Wild,23/07/2017,2017.07.23,6,1,696949,6105857,"Escape, Rerelease",Deceased,Den shared,Alone,Present,Present,7,697134,6106349
749,EQ29,E09E,F,Fawn,Wild,2017,30/06/2017,Wild-Wild,24/07/2017,2017.07.24,7,1,697143,6107315,"Escape, Rerelease, Escape, Transferred",Deceased,Alone,Den shared,Present,Present,8,697134,6106349
667,EQ30,D897,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,20/07/2017,2017.07.20,1,0,696144,6106597,Alive,Deceased,Alone,Alone,Present,Present,32,697034,6106349
678,EQ30,D897,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,21/07/2017,2017.07.21,2,1,696144,6106597,Alive,Deceased,Alone,Alone,Present,Present,33,697034,6106349
694,EQ30,D897,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,22/07/2017,2017.07.22,3,1,696159,6106204,Alive,Deceased,Alone,Alone,Present,Present,34,697034,6106349
733,EQ30,D897,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,23/07/2017,2017.07.23,4,1,696166,6106209,Alive,Deceased,Alone,Alone,Present,Present,35,697034,6106349
756,EQ30,D897,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,24/07/2017,2017.07.24,5,1,696166,6106209,Alive,Deceased,Alone,Alone,Present,Present,36,697034,6106349
759,EQ30,D897,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,25/07/2017,2017.07.25,6,1,696166,6106209,Alive,Deceased,Alone,Alone,Present,Present,37,697034,6106349
1519,EQ30,D897,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,26/07/2017,2017.07.26,7,1,696167,6106170,Alive,Deceased,Alone,Alone,Present,Present,38,697034,6106349
1528,EQ30,D897,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,27/07/2017,2017.07.27,8,1,696057,6105389,"Escape, Death",Deceased,Alone,Alone,Present,Present,39,697034,6106349
666,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,20/07/2017,2017.07.20,1,0,697108,6106906,Alive,Survived,Alone,Alone,Present,Present,33,697084,6106399
680,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,21/07/2017,2017.07.21,2,1,697535,6106229,Alive,Survived,Den shared,Alone,Present,Present,34,697084,6106399
731,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,22/07/2017,2017.07.22,3,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,35,697084,6106399
739,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,23/07/2017,2017.07.23,4,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,36,697084,6106399
754,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,24/07/2017,2017.07.24,5,1,697378,6106157,Alive,Survived,Alone,Den shared,Present,Present,37,697084,6106399
763,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,25/07/2017,2017.07.25,6,1,697535,6106229,Alive,Survived,Den shared,Alone,Present,Present,38,697084,6106399
1520,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,26/07/2017,2017.07.26,7,1,696546,6106352,Alive,Survived,Alone,Den shared,Present,Present,39,697084,6106399
1527,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,27/07/2017,2017.07.27,8,1,697119,6106312,Alive,Survived,Alone,Alone,Present,Present,40,697084,6106399
1542,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,28/07/2017,2017.07.28,9,1,696546,6106352,Alive,Survived,Alone,Alone,Present,Present,41,697084,6106399
1550,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,29/07/2017,2017.07.29,10,1,696546,6106352,Alive,Survived,Alone,Alone,Present,Present,42,697084,6106399
1556,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,30/07/2017,2017.07.30,11,1,696546,6106352,Alive,Survived,Alone,Alone,Present,Present,43,697084,6106399
1573,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,31/07/2017,2017.07.31,12,1,697119,6106312,Alive,Survived,Alone,Alone,Present,Present,44,697084,6106399
1576,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,1/08/2017,2017.08.01,13,1,696546,6106352,Alive,Survived,Alone,Alone,Present,Present,45,697084,6106399
1597,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,2/08/2017,2017.08.02,14,1,696546,6106352,Alive,Survived,Alone,Alone,Present,Present,46,697084,6106399
1601,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,3/08/2017,2017.08.03,15,1,696278,6106131,Alive,Survived,Alone,Alone,Present,Present,47,697084,6106399
1618,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,4/08/2017,2017.08.04,16,1,696546,6106352,Alive,Survived,Alone,Alone,Present,Present,48,697084,6106399
1630,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,5/08/2017,2017.08.05,17,1,696394,6105212,Alive,Survived,Alone,Alone,Present,Present,49,697084,6106399
1633,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,6/08/2017,2017.08.06,18,1,696450,6105232,Alive,Survived,Alone,Alone,Present,Present,50,697084,6106399
1653,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,7/08/2017,2017.08.07,19,1,696449,6105228,Alive,Survived,Alone,Alone,Present,Present,51,697084,6106399
1656,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,8/08/2017,2017.08.08,20,1,696449,6105228,Alive,Survived,Alone,Alone,Present,Present,52,697084,6106399
1673,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,9/08/2017,2017.08.09,21,1,696481,6105094,Alive,Survived,Alone,Alone,Present,Present,53,697084,6106399
1687,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,10/08/2017,2017.08.10,22,1,696449,6105228,Alive,Survived,Alone,Alone,Present,Present,54,697084,6106399
1698,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,11/08/2017,2017.08.11,23,1,696528,6105348,Alive,Survived,Alone,Alone,Present,Present,55,697084,6106399
1709,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,12/08/2017,2017.08.12,24,1,696527,6105348,Alive,Survived,Alone,Alone,Present,Present,56,697084,6106399
1720,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,13/08/2017,2017.08.13,25,1,696527,6105348,Alive,Survived,Alone,Alone,Present,Present,57,697084,6106399
1730,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,14/08/2017,2017.08.14,26,1,696527,6105348,Alive,Survived,Alone,Alone,Present,Present,58,697084,6106399
1743,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,15/08/2017,2017.08.15,27,1,696546,6106352,Alive,Survived,Alone,Alone,Present,Present,59,697084,6106399
1754,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,16/08/2017,2017.08.16,28,1,696481,6105087,Alive,Survived,Alone,Alone,Present,Present,60,697084,6106399
1763,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,17/08/2017,2017.08.17,29,1,696449,6105228,Alive,Survived,Alone,Alone,Present,Present,61,697084,6106399
1770,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,18/08/2017,2017.08.18,30,1,696449,6105228,Alive,Survived,Alone,Alone,Present,Present,62,697084,6106399
1785,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,19/08/2017,2017.08.19,31,1,696449,6105228,Alive,Survived,Alone,Alone,Present,Present,63,697084,6106399
1798,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,20/08/2017,2017.08.20,32,1,696449,6105228,Alive,Survived,Alone,Alone,Present,Present,64,697084,6106399
1800,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,21/08/2017,2017.08.21,33,1,696449,6105228,Alive,Survived,Alone,Alone,Present,Present,65,697084,6106399
1820,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,22/08/2017,2017.08.22,34,1,696449,6105228,Alive,Survived,Alone,Alone,Present,Present,66,697084,6106399
1831,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,23/08/2017,2017.08.23,35,1,696278,6106131,Alive,Survived,Alone,Alone,Present,Present,67,697084,6106399
1840,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,24/08/2017,2017.08.24,36,1,696278,6106131,Alive,Survived,Alone,Alone,Present,Present,68,697084,6106399
1853,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,25/08/2017,2017.08.25,37,1,696278,6106131,Alive,Survived,Alone,Alone,Present,Present,69,697084,6106399
1864,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,26/08/2017,2017.08.26,38,1,696278,6106131,Alive,Survived,Alone,Alone,Present,Present,70,697084,6106399
1873,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,27/08/2017,2017.08.27,39,1,696278,6106131,Alive,Survived,Alone,Alone,Present,Present,71,697084,6106399
1878,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,28/08/2017,2017.08.28,40,1,696278,6106131,Alive,Survived,Alone,Alone,Present,Present,72,697084,6106399
1897,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,29/08/2017,2017.08.29,41,1,696167,6106170,Alive,Survived,Alone,Alone,Present,Present,73,697084,6106399
1907,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,30/08/2017,2017.08.30,42,1,696167,6106170,Alive,Survived,Alone,Alone,Present,Present,74,697084,6106399
1911,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,31/08/2017,2017.08.31,43,1,696278,6106131,Alive,Survived,Alone,Alone,Present,Present,75,697084,6106399
1930,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,2/09/2017,2017.09.02,45,2,696278,6106131,Alive,Survived,Alone,Alone,Present,Present,77,697084,6106399
1940,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,4/09/2017,2017.09.04,47,2,696421,6106417,Alive,Survived,Den shared,Alone,Present,Present,79,697084,6106399
1944,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,6/09/2017,2017.09.06,49,2,696278,6106131,Alive,Survived,Alone,Den shared,Present,Present,81,697084,6106399
1963,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,8/09/2017,2017.09.08,51,2,696278,6106131,Alive,Survived,Alone,Alone,Present,Present,83,697084,6106399
1965,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,10/09/2017,2017.09.10,53,2,696421,6106417,Alive,Survived,Den shared,Alone,Present,Present,85,697084,6106399
1977,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,12/09/2017,2017.09.12,55,2,696421,6106417,Alive,Survived,Den shared,Den shared,Present,Present,87,697084,6106399
1988,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,14/09/2017,2017.09.14,57,2,696421,6106417,Alive,Survived,Den shared,Den shared,Present,Present,89,697084,6106399
1999,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,16/09/2017,2017.09.16,59,2,696421,6106417,Alive,Survived,Den shared,Den shared,Present,Present,91,697084,6106399
2010,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,18/09/2017,2017.09.18,61,2,696421,6106417,Alive,Survived,Den shared,Den shared,Present,Present,93,697084,6106399
2021,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,20/09/2017,2017.09.20,63,2,696421,6106417,Alive,Survived,Den shared,Den shared,Present,Present,95,697084,6106399
2032,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,22/09/2017,2017.09.22,65,2,696421,6106417,Alive,Survived,Den shared,Den shared,Present,Present,97,697084,6106399
2043,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,24/09/2017,2017.09.24,67,2,696421,6106417,Alive,Survived,Den shared,Den shared,Present,Present,99,697084,6106399
2054,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,26/09/2017,2017.09.26,69,2,696421,6106417,Alive,Survived,Den shared,Den shared,Present,Present,101,697084,6106399
2065,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,28/09/2017,2017.09.28,71,2,696421,6106417,Alive,Survived,Den shared,Den shared,Present,Present,103,697084,6106399
2084,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,30/09/2017,2017.09.30,73,2,696421,6106417,Alive,Survived,Den shared,Den shared,Present,Present,105,697084,6106399
2088,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,2/10/2017,2017.10.02,75,2,696421,6106417,Alive,Survived,Den shared,Den shared,Present,Present,107,697084,6106399
2099,EQ31,1715,F,Fawn,Wild,2017,5/07/2017,Wild-Wild,4/10/2017,2017.10.04,77,2,696421,6106417,Alive,Survived,Den shared,Den shared,Present,Present,109,697084,6106399
2108,EQ32,D3E9,F,Black,MFWS,2017,,MulligansBorn,8/06/2018,2018.06.08,1,0,697722,6106652,Alive,Survived,Alone,Alone,Present,Absent,-12,697528,6106712
2118,EQ32,D3E9,F,Black,MFWS,2017,,MulligansBorn,9/06/2018,2018.06.09,2,1,697720,6106650,Alive,Survived,Alone,Alone,Present,Absent,-11,697528,6106712
